title,abstract,pubYear,targets,normalized_text
Dysregulated miRNAs Targeting Adiponectin Signaling in Colorectal Cancer,,2025,[],[]
"Lipid-Lowering Potential of Almond Hulls (Quercetin, Baicalein, and Kaempferol): Insights from Network Pharmacology and Molecular Dynamics.","The advancement of modern lifestyles has precipitated excessive consumption of energy-dense foods, driving the escalating global burden of lipid metabolism dysregulation-related pathologies-including obesity, type 2 diabetes mellitus (T2DM), non-alcoholic fatty liver disease (NAFLD), and cardiovascular disorders-which collectively pose a formidable challenge to global public health systems. The almond hull, as a by-product of almond processing, is rich in polyphenolic compounds with demonstrated antioxidant, anti-inflammatory, and lipid-lowering potential, though its precise hypo-lipidemic mechanisms remain elusive. In this study, polyphenols were extracted from almond hulls using 50% ethanol with ultrasound-assisted extraction, followed by preliminary purification via solvent partitioning. The ethyl acetate fraction was analyzed by liquid chromatography-mass spectrometry (LC-MS). Network pharmacology and molecular docking were employed to investigate the interactions between key bioactive constituents (e.g., quercetin, baicalein, and kaempferol) and targets in lipid metabolism-related pathways. Molecular dynamics (MD) simulations further evaluated the stability of the lowest-energy complexes. Results revealed that the ethyl acetate fraction exhibited potent pancreatic lipase inhibitory activity (IC50 = 204.2 µg/mL). At 0.1 mg/mL after 24 h treatment, it significantly reduced free fatty acids (FFAs)-induced intracellular triglyceride accumulation (<i>p</i> < 0.01) and enhanced cellular antioxidant capacity. Network pharmacology and in vitro studies suggest almond hull extract modulates PI3K-AKT signaling and improves insulin resistance, demonstrating lipid-lowering effects. These findings support its potential in functional foods and pharmaceuticals, though further in vivo validation and mechanistic investigations are required.",2025,"['pan', '##atic lipase', 'pi3k', 'a', '##kt', 'insulin']","['pan', 'pi3k', 'insulin']"
Educational Case: Diabetic nephropathy.,,2025,[],[]
"Soluble receptor for advanced glycation end product (sRAGE) levels in adolescents with obesity, insulin resistance and metabolic syndrome: A case-control study and the review of the literature.","<h4>Objective</h4>The aim of this study is to evaluate sRAGE levels in adolescents with obesity, and to determine the relationship between sRAGE, insulin resistance, and metabolic syndrome in a case-control study.<h4>Methods</h4>Thirty adolescents with insulin resistance, 28 adolescents without insulin resistance between 10 and 18 years old and 30 Healthy gender and age matched control group were included in the study. Patients with a body mass index z-score above 2, comprised the obesity group. HOMA-IR value above 3.16 was accepted as insulin resistance. Metabolic syndrome was defined based on the International Diabetes Federation definition.<h4>Results</h4>sRAGE levels of the both groups with obesity were lower than control and they were negative correlated with weight, body mass index, C-reactive protein, uric acid, diastolic blood pressure, waist circumference, waist circumference/height ratio and white blood cell count. There were no significant differences in sRAGE levels between adolescents with or without metabolic syndrome, nor between boys and girls. Also, there were no significant differences in sRAGE levels between with or without insulin resistance.<h4>Conclusions</h4>sRAGE levels of the adolescents with obesity decreased. There was no difference in sRAGE levels between those with insulin resistance and metabolic syndrome compared to those without. Metabolic complications associated with obesity are important in terms of causing mortality and morbidity. Understanding the mechanisms could help to identify therapeutic strategies.<h4>Trial registration</h4>NCT06771986| | https://www.<h4>Clinicaltrials</h4>gov/ . Clinical Trial Registration Date: 2025/01/13.",2025,"['srage', 'srage', 'insulin', 'insulin', 'insulin', 'homa - ir', 'insulin', 'srage', 'c - reactive protein', 'srage', 'srage', 'insulin', 'srage', 'srage', 'insulin']","['srage', 'insulin', 'c reactive protein']"
A randomized controlled trial of once-weekly semaglutide for limiting post-smoking cessation weight gain in smokers with overweight/obesity: Study protocol.,"<h4>Background</h4>Smoking and obesity are the two leading causes of preventable morbidity and mortality in the U.S. While smoking cessation has tremendous health benefits, most smokers gain weight post-cessation, which may partially attenuate these benefits. Semaglutide 2.4 mg once-weekly, a glucagon-like peptide-1 receptor agonist (GLP-1RA) approved for weight management in adults with overweight/obesity, leads to clinically meaningful reductions in body weight and may thus have utility for preventing weight gain in the context of smoking cessation.<h4>Methods</h4>This parallel group, two-arm, double-blind clinical trial will randomize 177 treatment-seeking smokers with a body mass index of ≥30 kg/m<sup>2</sup> or ≥ 27 kg/m<sup>2</sup> with at least one weight-related comorbidity to semaglutide 2.4 mg once-weekly or placebo (2:1) for 28 weeks, including 16 weeks of semaglutide dose escalation, followed by 12 weeks at target, 2.4 mg, dose. Both groups will receive 10 weeks of nicotine patches (dose based on baseline number of cigarettes smoked daily) and brief individual smoking cessation counseling. The primary outcome is percent body weight change at the end of treatment. Secondary outcomes are changes in total body weight and fat mass (kg) and waist circumference. Exploratory outcomes are changes in daily energy intake and food choices, food cravings and appetite/satiety, and smoking abstinence rates.<h4>Conclusion</h4>We anticipate that semaglutide 2.4 mg once-weekly will provide a clinically meaningful effect on weight management in the context of smoking cessation. If our hypotheses are confirmed, this GLP-1RA could move forward as a pharmacotherapeutic for helping smokers achieve abstinence without weight gain. Universal trial number (UTN): U1111-1270-1737.<h4>Clinical trial registration</h4>NCT06173778.",2025,"['glucagon - like peptide - 1 receptor', 'glp - 1ra', 'glp - 1ra']",['glucagon like peptide 1 receptor']
Combination Lorcaserin and Betahistine Treatment Improves Cognitive Dysfunction and Dopaminergic Neuron Activity in a Rat Model of Diet-Induced Obesity.,"<b>Background:</b> Obesity is a complex disorder with both metabolic and neurocognitive consequences, including impairments in prefrontal cortex (PFC)-dependent learning and memory. Combination pharmacotherapy may offer a more effective approach for addressing obesity-induced cognitive deficits. <b>Objective:</b> This study evaluated the effects of 30-day co-administration of lorcaserin (5-HT<sub>2</sub>C agonist) and betahistine (H<sub>1</sub> agonist/H<sub>3</sub> antagonist) in reversing cognitive deficits in a diet-induced obesity (DIO) rat model. <b>Methods:</b> Male Lewis rats were subjected to DIO and administered lorcaserin (2 mg/kg) and betahistine (5 mg/kg), either alone or in combination, via intraperitoneally implanted osmotic minipumps for 30 days. Y-maze, novel object recognition, and object-in-place (OIP) tests were used to assess cognitive functions. In vivo electrophysiological recordings were employed to examine effects of the combination treatment on ventral tegmental area (VTA) dopaminergic neuron activity. <b>Results:</b> Obese Western-diet-fed rats showed lower discrimination scores in the OIP task, a behavioral test that engages PFC functions, while their performance in the Y-maze and novel object recognition tasks was similar to that of non-obese Control-diet-fed rats. Combination treatment with lorcaserin and betahistine significantly improved the OIP scores of obese rats. However, the combination treatment did not reduce body weight or obesity-associated morphometrical parameters. Electrophysiological recordings revealed a reduction in the number of spontaneously active dopaminergic neurons in the VTA of obese rats. Lorcaserin and betahistine co-treatment significantly increased the number of spontaneously active dopaminergic neurons of obese animals. <b>Conclusions:</b> These results demonstrate the potential of combination lorcaserin-betahistine treatment to reverse obesity-related cognitive deficits, possibly through enhancement of mesocortical dopaminergic neuron activity.",2025,[],[]
Weight Loss Efficacy of Tirzepatide Compared to Placebo or GLP-1 Receptor Agonists in Adults With Obesity or Overweight: A Meta-Analysis of Randomized Controlled Trials With ≥ 20 Weeks Treatment Duration.,"<b>Introduction:</b> Tirzepatide, a dual glucose-dependent insulinotropic peptide (GIP) and glucagon-like Peptide 1 (GLP-1) analogue, is a novel medication with comparable pharmacological characteristics and has demonstrated promising weight reduction outcomes in its antidiabetic trials following the approval of liraglutide and semaglutide for long-term weight control. Nonetheless, this efficacy has not been fully explored, so this meta-analysis was aimed to measure the weight loss efficacy and safety of tirzepatide in adults with overweight or obesity. <b>Methods:</b> We searched the PubMed, Cochrane, and Embase databases for RCTs of once-weekly tirzepatide vs. placebo or GLP-1 receptor agonists. We included studies involving adult participants who were overweight or obese despite T2DM or OHA use, with a trial duration of at least 20 weeks. The primary outcomes accounted for the mean difference in weight from baseline in the three doses of tirzepatide compared to placebo and GLP-1 receptor agonists, separately. The secondary outcomes included safety profiles and achievement of categorical weight loss of 5%, 10% and 15%. We performed the statistical analysis on RevMan 5.4, GRADE assessment using GRADEpro GDT and the quality of the included studies assessed using the Cochrane risk-of-bias (Version 2) tool. <b>Results:</b> We identified six RCTs in which the data of 6266 subjects were analysed. Once-weekly doses (5, 10 and 15 mg) of tirzepatide were more effective than placebo and GLP-1 RAs. Also, the proportion of patients achieving categorical weight loss goals was higher in the tirzepatide groups than in others. GRADE assessment also indicated high-certainty evidence for ≥ 15% weight loss with tirzepatide and moderate-to-low certainty for lower thresholds. Gastrointestinal side effects appeared similar between the three doses of tirzepatide and GLP-1 RAs, but they were significantly higher than placebo might impact tolerability for certain patients. <b>Conclusion:</b> A dose-dependent tirzepatide was superior to placebo and GLP-1 RAs in weight reduction. However, the lean mass reduction and tolerability require further investigation. <b>Trial Registration:</b> ClinicalTrials.gov identifier: NCT04255433.",2025,"['glucose - dependent insulinotropic peptide', 'gip', 'glucagon - like peptide 1', 'glp - 1', 'glp - 1 receptor', 'glp - 1 receptor', 'glp - 1 ras', 'glp - 1 ras', 'glp - 1 ras']","['glucose dependent insulinotropic peptide', 'gip', 'glucagon like peptide 1', 'glp 1', 'glp 1 receptor']"
Efficacy of Dual Glucagon and Glucagon-like Peptide-1 Receptor Agonists Across the Cardiometabolic Continuum: A Review of Current Clinical Evidence.,"The global surge in cardiometabolic diseases, including type 2 diabetes, obesity, and cardiovascular diseases, has reached pandemic levels, demanding bold and innovative solutions. Dual glucagon (Gcg) and glucagon-like peptide-1 (GLP-1) receptor agonists represent a groundbreaking advancement in the treatment of this complex and interconnected spectrum of disorders. By harnessing the synergistic power of GLP-1 and Gcg receptor activation, these agents go beyond glucose lowering and weight loss, unlocking new frontiers in energy expenditure, fat oxidation, and liver fat reduction-key targets in conditions such as metabolic dysfunction-associated steatotic liver disease (MASLD). Emerging clinical evidence on agents such as survodutide and cotadutide has revealed striking improvements in glycated hemoglobin (HbA1c) levels and body weight, consistently outperforming traditional GLP-1 receptor agonists. More importantly, early evidence suggests meaningful benefits in cardiovascular and renal outcomes, positioning these therapies as comprehensive, disease-modifying tools for patients with multiple high-risk comorbidities. This review highlights the transformative potential of dual GLP-1/Gcg receptor agonists, providing a thorough examination of their mechanisms of action, clinical efficacy, and safety profiles across the cardio-metabolic continuum. As the limitations of existing therapies become increasingly evident, these next-generation agents are poised to redefine the standard of care across the cardiometabolic continuum, ushering in a new era of precision medicine for metabolic disease.",2025,"['glucagon', 'gcg', 'glucagon - like peptide - 1', 'glp - 1 ) receptor', 'glp - 1', 'gcg receptor', 'hemoglobin', 'hba1c', 'glp - 1 receptor', 'glp - 1', 'gcg receptor']","['glucagon', 'gcg', 'glucagon like peptide 1', 'glp 1', 'hemoglobin', 'hba1c', 'glp 1 receptor']"
Anti-Obesity Effects of &lt;i&gt;Abeliophyllum distichum&lt;/i&gt; Extracts via the AMPK Signaling Pathway in 3T3-L1 Adipocytes.,"Obesity is a major public health concern because of its association with metabolic disorders (e.g., type 2 diabetes mellitus) and cardiovascular diseases. Natural compounds are increasingly being explored as safer alternatives to synthetic antiobesity drugs. In this study, the antiobesity effects of <i>Abeliophyllum distichum</i> extracts in 3T3-L1 adipocytes and their underlying mechanisms were investigated. Oil Red O staining was employed to assess the effects of <i>A. distichum</i> extracts on adipogenesis and lipid accumulation, and Western blot analysis and quantitative polymerase chain reaction were used to analyze the key molecular pathways were. Treatment with <i>A. distichum</i> extracts significantly inhibited lipid accumulation and suppressed the expression of adipogenic transcription factors, including peroxisome proliferator-activated receptor gamma, CCAAT/enhancer-binding protein alpha, and sterol regulatory element-binding protein 1c, at the protein and mRNA levels. Furthermore, treatment with <i>A. distichum</i> extracts activated AMP-activated protein kinase (AMPK) and enhanced the phosphorylation of acetyl-CoA carboxylase (ACC), which are key regulators of cellular energy metabolism, while reducing the total ACC expression. These findings indicate that <i>A. distichum</i> extracts exert antiobesity effects by modulating the AMPK signaling pathway and inhibiting adipogenesis. Given these significant bioactive properties, <i>A. distichum</i> extracts have promising application potential as a natural therapeutic agent for treating obesity.",2025,"['peroxisome proliferator - activated receptor gamma', 'ccaat / enhancer - binding protein alpha', 'sterol regulatory element - binding protein 1c', 'amp - activated protein kinase', 'ampk', 'acetyl - coa carboxylase', 'acc', 'acc', 'ampk']","['peroxisome proliferator activated receptor gamma', 'amp activated protein kinase', 'ampk', 'acetyl coa carboxylase', 'acc']"
The Role of Non-HDL Cholesterol and Apolipoprotein B in Cardiovascular Disease: A Comprehensive Review.,"Atherosclerotic cardiovascular disease (ASCVD) remains the leading global cause of morbidity and mortality, even in the era of aggressive low-density lipoprotein cholesterol (LDL-C) lowering. This persistent residual risk has prompted a reevaluation of atherogenic lipid markers, with non-high-density lipoprotein cholesterol (non-HDL-C) and apolipoprotein B (Apo B) emerging as superior indicators of the total atherogenic particle burden. Unlike LDL-C, non-HDL-C includes cholesterol from all atherogenic lipoproteins, while Apo B reflects the total number of atherogenic particles regardless of cholesterol content. Their clinical relevance is underscored in populations with diabetes, obesity, and hypertriglyceridemia, where LDL-C may not adequately reflect cardiovascular risk. This review explores the biological, clinical, and genetic foundations of non-HDL-C and Apo B as critical tools for risk stratification and therapeutic targeting. It highlights discordance analysis, inflammatory mechanisms in atherogenesis, the influence of metabolic syndromes, and their utility in specific populations, including those with chronic kidney disease and children with familial hypercholesterolemia. Additionally, the role of lipoprotein (a), glycation in diabetes, and hypertriglyceridemia are examined as contributors to residual risk. Clinical trials and genetic studies support Apo B and non-HDL-C as more robust predictors of cardiovascular events than LDL-C. Current guidelines increasingly endorse these markers as secondary or even preferred targets in complex lipid disorders. The incorporation of Apo B and non-HDL-C into routine clinical practice, especially for patients with residual risk, represents a paradigm shift toward personalized cardiovascular prevention. The review concludes with recommendations for guideline integration, emerging therapies, and future directions in biomarker-driven cardiovascular risk management.",2025,"['low - density lipoprotein cholester', 'ldl - c', 'non - high - density lipoprotein cholester', 'non - hdl - c', 'apolipoprotein b', 'apo b', 'ldl - c', 'non - hdl - c', 'apo b', 'ldl - c', 'non - hdl - c', 'apo b', 'lipoprotein ( a )', 'apo b', 'non - hdl - c', 'ldl - c', 'apo b', 'non - hdl - c']","['apolipoprotein b', 'apo b']"
Functional Complexity of Thermogenic Adipose Tissue: From Thermogenesis to Metabolic and Fibroinflammatory Crosstalk.,"Brown adipose tissue (BAT) has shifted from being considered a transient thermogenic organ of infancy to a metabolically dynamic and multifunctional tissue throughout life. Histologically and developmentally distinct from white and beige adipocytes, BAT originates from a myogenic lineage and is characterised by a high mitochondrial density, multilocular lipid droplets, and abundant sympathetic innervation. Its defining function, non-shivering thermogenesis, is mediated by uncoupling protein 1 (UCP1) and complemented by alternative mechanisms such as futile creatine and calcium cycling. Beyond heat production, thermogenic fat is crucial in regulating whole-body metabolism. It contributes to glucose, lipid, and branched-chain amino acid homeostasis, and engages in endocrine and paracrine signalling through a rich secretome of batokines, lipid mediators, and extracellular vesicle-bound microRNAs. These signals orchestrate crosstalk with the liver, skeletal muscle, pancreas, and immune system, enhancing insulin sensitivity, vascularisation, and anti-inflammatory responses. Brown/Beige fat also exhibits notable anti-fibrotic properties and supports adipose tissue remodelling, maintaining structural and functional plasticity under metabolic stress. This review offers a comprehensive synthesis of thermogenic adipose tissue biology, integrating its structural, developmental, and molecular features with its expanding physiological functions, highlighting its pivotal role in energy balance as well as its emerging therapeutic potential in obesity, type 2 diabetes, and related metabolic disorders.",2025,"['uncoupling protein 1', 'ucp1', 'insulin']","['uncoupling protein 1', 'ucp1', 'insulin']"
Pharmacologic Disruption: How Emerging Weight Loss Therapies Are Challenging Bariatric Surgery Guidelines.,"Obesity is a chronic, relapsing disease with multifactorial origins and significant global health implications. Historically, bariatric surgery has been the most effective intervention for achieving sustained weight loss and metabolic improvement, especially in individuals with moderate to severe obesity. However, the therapeutic landscape is rapidly evolving. Recent advances in pharmacotherapy-including GLP-1 receptor agonists, dual and triple incretin agonists, and amylin-based combination therapies-have demonstrated unprecedented efficacy, with some agents inducing 15-25% weight loss, approaching outcomes once exclusive to surgical intervention. These developments challenge the continued applicability of existing bariatric surgery criteria, which were established in an era of limited medical alternatives. In this narrative review, we examine the evolution of surgical eligibility thresholds and critically assess the potential role of novel pharmacotherapies in redefining treatment algorithms. By comparing the efficacy, safety, metabolic benefits, and cost-effectiveness of surgery versus next-generation drugs, we explore whether a more stepwise, pharmacotherapy-first approach may now be justified, particularly in patients with BMI 30-40 kg/m<sup>2</sup>. We also discuss future directions in obesity management, including personalized treatment strategies, perioperative drug use, and the integration of pharmacologic agents into long-term care pathways. As the field advances, a paradigm shift toward individualized, minimally invasive interventions appears inevitable-necessitating a timely re-evaluation of current bariatric surgery guidelines to reflect the expanding potential of medical therapy.",2025,"['g', '##lp - 1 receptor', 'incretin', 'am', '##ylin']",['incretin']
Dietary protein governs the role of insulin signaling in the postprandial regulation of hepatic mTORC1,"The nutrient-sensing mechanistic target of rapamycin complex 1 (mTORC1) signaling pathway controls cellular and organismal growth and metabolism, while aberrant activation is linked to human disease, including metabolic disease. Cellular studies have established several regulatory mechanisms influencing mTORC1 activation, but the physiological signals that control mTORC1 at the organismal and tissue levels are less well defined. mTORC1 is dynamically regulated by fasting and feeding in metabolic tissues, with both nutrients and insulin proposed to activate mTORC1 in response to feeding. Here, a liver-specific mouse model that disconnects mTORC1 activation from AKT-mediated TSC2 phosphorylation is employed. This genetic mouse model demonstrates that AKT-mediated TSC2 phosphorylation is the predominant mechanism of hepatic mTORC1 induction by insulin but is dispensable for activation by feeding. Furthermore, dietary protein is critical and dictates the insulin-responsiveness of hepatic mTORC1 signaling. Contrary to dogma, hepatic mTORC1 signaling was not elevated in response to diet-induced obesity associated with the phenotypes of type-2 diabetes, including hyperinsulinemia, systemic insulin resistance, and hyperglycemia, and blocking hepatic AKT-TSC-mTORC1 signaling did not prevent these metabolic impairments. Evidence is also provided supporting a role for glucagon in hepatic mTORC1 suppression during fasting. This study reveals a hierarchy of physiological signals regulating hepatic mTORC1.",2025,"['rapamycin complex 1', 'mtorc1', 'mtorc1', 'mtorc1', 'mtorc1', 'insulin', 'mtorc1', 'mtorc1', 'a', '##kt', 'tsc2', 'akt', 'tsc2', 'hepatic mtorc1', 'insulin', 'insulin', 'hepatic mtorc1', 'hepatic mtorc1', 'insulin', 'akt', 'tsc', 'mtorc1', 'glucagon', 'hepatic mtorc1', 'hepatic mtorc1']","['mtorc1', 'insulin', 'tsc2', 'akt', 'tsc', 'glucagon']"
A Contemporary Rationale for Agonism of the GIP Receptor in the Treatment of Obesity.,"In combatting the obesity crisis, leveraging mechanisms that lower body weight is critical. The finding that treatment with tirzepatide, a glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide 1 (GLP-1) receptor agonist, produces profound weight loss highlights the value of activating the incretin receptors. Supporting this, recent studies have revealed mechanisms by which GIP receptor (GIPR) activation is beneficial in pancreatic islets, the central nervous system (CNS), and adipose tissue. Paradoxically, a hypothesis has emerged that GIPR antagonism could be an additional option in treating obesity. This concept stems from concern that GIP facilitates lipid uptake and storage in adipose tissue, although the lipid-buffering capacity of adipocytes versus other cell types is metabolically favorable. In this article, we highlight the natural physiology of the incretins, noting GIP as the primary incretin. In the CNS, GIPR agonism attenuates nausea and suppresses appetite, features that also help GLP-1 receptor agonism promote a negative energy balance. Further, we provide rationale that, in protecting against ectopic fat distribution and augmenting substrate utilization to promote insulin sensitivity, GIPR activity in adipose tissue is advantageous. Collectively, these attributes support GIPR agonism in the treatment of obesity and metabolic disease.",2025,"['glucose - dependent insulinotropic polypeptide', 'gip', 'glucagon - like peptide 1', 'glp - 1 ) receptor', 'incretin receptors', 'gip receptor', 'gipr', 'gipr', 'gip', 'incretins', 'gip', 'incretin', 'gipr', 'glp - 1 receptor', 'insulin', 'gipr', 'gipr']","['gip', 'glucagon like peptide 1', 'gip receptor', 'gipr', 'incretins', 'incretin', 'glp 1 receptor', 'insulin']"
Obesity-cancer axis crosstalk: Molecular insights and therapeutic approaches.,"Now recognized as a global health crisis, obesity has been linked to an increased risk of many types of cancer, including those of the breast, colon, rectum, uterus, gallbladder, and ovary. Obesity and cancer share several characteristics at the cellular, molecular, and epigenetic levels. Obesity is characterized by chronic inflammation of the adipose tissue (AT), resulting in genotoxic stress that further induces metabolic complications and contributes to the initiation and progression of cancer. The excessive accumulation of AT provides adipokines and lipids to engage tumor cells with stromal and immune cells to infiltrate carcinomas and secrete a plethora of cytokines, chemokines, and growth factors within the tumor microenvironment (TME) that contribute to carcinogenesis. Obesity also alters the metabolic reprogramming of immune cells, including macrophages, neutrophils, and T cells, thereby providing a suitable environment for the growth and progression of cancer. Obesity-associated metabolic dysregulation also perturbs the gut microbiome, which produces metabolites that can further increase the risk of cancer progression. This review will discuss links between obesity and cancer progression, including several crucial pathways that bridge the crosstalk between obesity-associated changes in AT inflammation, immune cells, adipokines, chemokines, and tumor cells to support cancer progression. We will also discuss our insights into the mechanisms by which obesity-driven factors influence metabolic reprogramming and touch base on how obesity mediates microbiome dysbiosis to alter metabolite and affect cancer progression. Altogether, this review highlights the crossroads of the obesity-cancer axis, describes its salient features, and presents possible therapeutic approaches for obesity-related cancers.",2025,[],[]
From Lab to Clinic and Farm: Leveraging &lt;i&gt;Drosophila&lt;/i&gt; Feeding Studies to Combat Eating Disorders and Pest Challenges.,"<i>Drosophila melanogaster</i> has been a cornerstone of biological research, offering critical insights into genetics, neurobiology, and disease modelling. This review examines <i>Drosophila</i> feeding research, including the diverse assays available to study feeding behaviour, and explores its biomedical and entomological applications. We highlight studies that have advanced our understanding of human feeding and eating disorders, vector-borne infectious diseases, and agricultural pest control. In clinical applications, we discuss a two-pronged approach: using <i>Drosophila</i> to model human feeding and eating disorders, as well as to study insect vectors that contribute to human disease transmission. We explore how feeding studies in <i>Drosophila</i> provide valuable insights into energy homeostasis, metabolic regulation, pathogen-host interactions, and vector biology. Beyond clinical relevance, the entomological applications of <i>Drosophila</i> feeding research extend to sustainable pest management and insecticide resistance. Finally, we identify gaps in current research and suggest promising directions for further exploration. By leveraging the genetic and behavioural tools available in this model, researchers can continue to uncover conserved mechanisms with broad implications for human health, disease control, and agricultural sustainability.",2025,[],[]
GLP-1 receptor agonism: a transformative approach for managing type-2 diabetes and obesity.,"GLP-1 receptor agonists represent a breakthrough for managing type-2 diabetes and obesity, offering metabolic benefits across multiple organ systems. These medications provide effective glycaemic control, significant weight reduction, and cardiovascular protection through complex signalling pathways affecting pancreatic, gastrointestinal, neural, and cardiovascular tissues. Their therapeutic potential extends beyond metabolic disorders. Clinical studies demonstrate substantial decreases in HbA1c, body weight (15-20%), and cardiovascular events compared to traditional treatments. Emerging applications include non-alcoholic fatty liver disease and neurodegenerative conditions. Significant barriers still exist despite established safety profiles, such as high costs that restrict access worldwide, a lack of predictive biomarkers for treatment response, a lack of knowledge about the mechanistics of gut microbiota interactions, and an incomplete understanding of long-term safety, particularly with regard to thyroid and pancreatic effects. Research gaps include appropriate patient classification, cost-effectiveness across healthcare systems, and established methodologies for developing applications. Potential future developments include novel delivery mechanisms, multi-receptor agonists, and a broader range of therapeutic uses for the treatment of metabolic disorders and their consequences. From their identification as incretin hormones to development of long-acting analogue, GLP-1 agonists have revolutionized metabolic disease management. Their pleiotropic benefits arise from intricate signalling cascades that regulate appetite, insulin secretion, and energy homeostasis across multiple tissues.",2025,"['glp - 1 receptor', 'h', 'glp - 1', 'insulin']","['glp 1 receptor', 'glp 1', 'insulin']"
Regulators of RNA m&lt;sup&gt;5&lt;/sup&gt;C methylation are adipose tissue depot-specific expressed and correlate with clinical variables of obesity in humans.,"<h4>Background</h4>Obesity is a global health burden and recent evidence indicates that epitranscriptomic regulation is potentially involved in its etiology. The epitranscriptomic mark 5-methylcytosine (m<sup>5</sup>C) is implicated in cancer and recent data linked the gene expression of m<sup>5</sup>C writers, erasers and readers to diabetes, a well-known co-morbidity of obesity. Here, we tested whether gene expression of m<sup>5</sup>C regulators in paired samples of human visceral and subcutaneous adipose tissue is <b>(i)</b> adipose tissue depot-specific and <b>(ii)</b> correlates with important clinical variables of obesity.<h4>Methods</h4>Intra-individually paired adipose tissue samples from human subcutaneous adipose tissue (SAT) and omental visceral adipose tissue (OVAT) were utilized from three different cohorts from the Leipzig Obesity Biobank including a large cross-sectional cohort, a two-step bariatric surgery cohort and a cohort of metabolically healthy vs unhealthy individuals (LOBB, total <i>N=</i>962). Data analysis on intra-individual samples was performed by using the paired Wilcoxon signed-rank test, while in comparisons on independent groups the unpaired Wilcoxon rank-sum test was employed. Bonferroni correction method was used to adjust multiple testing of p-values and Spearman's rank correlation was used to assess associations.<h4>Results</h4>We observed that multiple m<sup>5</sup>C regulators were differentially expressed between human subcutaneous and visceral adipose tissue depots. Interestingly, we found that for several regulators the effects were less pronounced after weight loss, whilst stronger in individuals with insulin resistance compared to their healthy counterparts. A strong correlation of m<sup>5</sup>C regulator expression with macrophages was observed in OVAT compared to its SAT counterpart. Correlations between m<sup>5</sup>C regulators with important clinical variables related to obesity were observed in all three cohorts.<h4>Conclusion</h4>Our findings provide evidence for adipose tissue depot-specific gene expression of m<sup>5</sup>C regulators that correlate with clinical variables of obesity.",2025,"['m < sup > 5 < / su', '> c', 'm < sup > 5 <', 'su', '>', 'insulin', 'm < sup > 5 < / sup > c', 'm < su', '>']",['insulin']
Adcy8 deficiency contributes to impaired lipolysis and an increased prevalence of obesity in mice.,"Obesity is a global chronic disease characterized by an imbalance in energy homeostasis. Dysfunction of adipocytes and adipose tissue are fundamental defects that contribute to the development of obesity. Adenylate cyclase 8 (ADCY8) serves as a key downstream signaling factor of G protein-coupled receptors, catalyzing the conversion of ATP to cyclic AMP (cAMP), which is essential for maintaining energy balance. Although ADCY8 is expressed in adipose tissue, its specific role in adipose energy homeostasis remains unclear and warrants further investigation. Our findings demonstrate that compared to individuals with a normal body mass index (BMI), obese individuals exhibit increased visceral adipose tissue (VAT) accumulation, significantly enlarged adipocytes, reduced ADCY8 expression in VAT, decreased cAMP levels, and diminished phosphorylation of key lipolytic enzymes. In Adcy8 knockout (Adcy8<sup>-/-</sup>) mice, more severe lipid accumulation was observed under both normal and high-fat diet (HFD) conditions, accompanied by reduced activity of the adipose tissue cAMP-PKA signaling pathway. Notably, forskolin enhanced lipolysis and reduced adipocyte size in diet-induced obese wild-type mice, an effect abrogated in Adcy8<sup>-/-</sup> mice. Collectively, these results indicate that adipose tissue ADCY8 regulates phosphorylation of lipolysis-related proteins via the cAMP-PKA signaling pathway, thereby influencing adipose tissue lipid accumulation. These findings establish ADCY8 as a novel molecular target and provide a theoretical foundation for obesity therapy.",2025,"['adenylate cyclase 8', 'adcy8', 'g protein - coupled receptors', 'adcy8', 'adcy8', 'adcy8', 'adcy8', 'pka', 'adcy8', 'adcy8', 'pka', 'adcy8']","['adenylate cyclase 8', 'adcy8', 'g protein coupled receptors', 'pka']"
